대상,정격용량,년,월,일,시,인버터출력,경사일사량,수평일사량,표면온도,주위온도
경기도연성,1490,2016,8,20,22,0,0,0,29,29
경기도연성,1490,2016,8,20,23,0,0,0,29,29
경기도연성,1490,2016,8,21,0,0,0,0,29,29
경기도연성,1490,2016,8,21,1,0,0,0,29,29
경기도연성,1490,2016,8,21,2,0,0,0,28,28
경기도연성,1490,2016,8,21,3,0,0,0,28,28
경기도연성,1490,2016,8,21,4,0,19,0,28,28
경기도연성,1490,2016,8,21,5,0,0,0,28,28
경기도연성,1490,2016,8,21,6,0,14,0,29,29
경기도연성,1490,2016,8,21,7,41,28,0,29,29
경기도연성,1490,2016,8,21,8,161,67,21,31,29
경기도연성,1490,2016,8,21,9,305,62,52,35,31
경기도연성,1490,2016,8,21,10,500,95,88,37,32
경기도연성,1490,2016,8,21,11,980,148,136,52,38
경기도연성,1490,2016,8,21,12,1119,321,268,56,41
경기도연성,1490,2016,8,21,13,1039,242,239,54,42
경기도연성,1490,2016,8,21,14,924,218,222,51,39
경기도연성,1490,2016,8,21,15,708,139,186,50,39
경기도연성,1490,2016,8,21,16,451,127,119,42,37
경기도연성,1490,2016,8,21,17,189,50,88,38,34
경기도연성,1490,2016,8,21,18,69,31,0,35,34
경기도연성,1490,2016,8,21,19,2,0,0,32,32
경기도연성,1490,2016,8,21,20,0,0,0,29,30
경기도연성,1490,2016,8,21,21,0,0,0,29,29
경기도연성,1490,2016,8,21,22,0,14,0,30,30
경기도연성,1490,2016,8,21,23,0,0,0,28,29
경기도연성,1490,2016,8,22,0,0,11,0,29,29
경기도연성,1490,2016,8,22,1,0,0,0,28,28
경기도연성,1490,2016,8,22,2,0,0,0,27,28
경기도연성,1490,2016,8,22,3,0,0,0,27,27
경기도연성,1490,2016,8,22,4,0,0,0,26,27
경기도연성,1490,2016,8,22,5,0,0,0,26,26
경기도연성,1490,2016,8,22,6,0,0,0,25,26
경기도연성,1490,2016,8,22,7,182,93,19,31,29
경기도연성,1490,2016,8,22,8,520,129,76,38,31
경기도연성,1490,2016,8,22,9,702,146,100,47,37
경기도연성,1490,2016,8,22,10,970,198,179,52,38
경기도연성,1490,2016,8,22,11,444,79,76,47,38
경기도연성,1490,2016,8,22,12,383,43,79,43,36
경기도연성,1490,2016,8,22,13,599,182,201,42,35
경기도연성,1490,2016,8,22,14,925,242,232,48,37
경기도연성,1490,2016,8,22,15,678,139,189,46,37
경기도연성,1490,2016,8,22,16,473,91,155,44,36
경기도연성,1490,2016,8,22,17,219,33,98,39,35
경기도연성,1490,2016,8,22,18,68,28,0,34,34
경기도연성,1490,2016,8,22,19,6,16,0,31,31
경기도연성,1490,2016,8,22,20,0,0,0,29,29
경기도연성,1490,2016,8,22,21,0,0,0,28,29
경기도연성,1490,2016,8,22,22,0,0,0,28,29
경기도연성,1490,2016,8,22,23,0,0,0,27,28
경기도연성,1490,2016,8,23,0,0,0,0,27,27
경기도연성,1490,2016,8,23,1,0,0,0,27,27
경기도연성,1490,2016,8,23,2,0,0,0,26,27
경기도연성,1490,2016,8,23,3,0,0,0,26,27
경기도연성,1490,2016,8,23,4,0,0,0,27,28
경기도연성,1490,2016,8,23,5,0,16,0,27,27
경기도연성,1490,2016,8,23,6,0,16,0,27,27
경기도연성,1490,2016,8,23,7,72,67,0,29,28
경기도연성,1490,2016,8,23,8,411,91,62,35,31
경기도연성,1490,2016,8,23,9,330,86,81,38,31
경기도연성,1490,2016,8,23,10,983,222,186,46,35
경기도연성,1490,2016,8,23,11,556,107,117,47,36
경기도연성,1490,2016,8,23,12,893,158,170,51,39
경기도연성,1490,2016,8,23,13,354,69,67,43,36
경기도연성,1490,2016,8,23,14,262,122,45,38,32
경기도연성,1490,2016,8,23,15,108,45,0,32,30
경기도연성,1490,2016,8,23,16,254,88,105,30,30
경기도연성,1490,2016,8,23,17,266,91,64,37,32
경기도연성,1490,2016,8,23,18,117,26,26,33,33
경기도연성,1490,2016,8,23,19,0,0,0,29,30
경기도연성,1490,2016,8,23,20,0,0,0,27,28
경기도연성,1490,2016,8,23,21,0,0,0,27,27
경기도연성,1490,2016,8,23,22,0,0,0,27,27
경기도연성,1490,2016,8,23,23,0,16,0,26,27
경기도연성,1490,2016,8,24,0,0,16,0,26,27
경기도연성,1490,2016,8,24,1,0,0,0,27,28
경기도연성,1490,2016,8,24,2,0,31,0,27,27
경기도연성,1490,2016,8,24,3,0,0,0,27,27
경기도연성,1490,2016,8,24,4,0,0,0,27,27
경기도연성,1490,2016,8,24,5,0,0,0,26,27
경기도연성,1490,2016,8,24,6,0,0,0,26,26
경기도연성,1490,2016,8,24,7,53,28,0,26,26
경기도연성,1490,2016,8,24,8,572,103,86,37,31
경기도연성,1490,2016,8,24,9,301,115,50,35,31
경기도연성,1490,2016,8,24,10,956,182,148,47,37
경기도연성,1490,2016,8,24,11,670,127,136,43,34
경기도연성,1490,2016,8,24,12,509,83,107,39,33
경기도연성,1490,2016,8,24,13,623,110,136,45,35
경기도연성,1490,2016,8,24,14,569,112,131,43,34
경기도연성,1490,2016,8,24,15,747,127,194,46,37
경기도연성,1490,2016,8,24,16,485,103,155,41,34
경기도연성,1490,2016,8,24,17,185,62,83,36,33
경기도연성,1490,2016,8,24,18,69,35,0,33,32
경기도연성,1490,2016,8,24,19,0,16,0,30,30
경기도연성,1490,2016,8,24,20,0,0,0,28,28
경기도연성,1490,2016,8,24,21,0,0,0,27,28
경기도연성,1490,2016,8,24,22,0,28,0,28,28
경기도연성,1490,2016,8,24,23,0,0,0,26,27
경기도연성,1490,2016,8,25,0,0,0,0,26,26
경기도연성,1490,2016,8,25,1,0,26,0,26,27
경기도연성,1490,2016,8,25,2,0,0,0,25,27
경기도연성,1490,2016,8,25,3,0,14,0,25,25
경기도연성,1490,2016,8,25,4,0,0,0,24,25
경기도연성,1490,2016,8,25,5,0,0,0,24,25
경기도연성,1490,2016,8,25,6,0,23,0,24,25
경기도연성,1490,2016,8,25,7,139,47,16,29,28
경기도연성,1490,2016,8,25,8,525,112,79,38,32
경기도연성,1490,2016,8,25,9,595,115,86,41,33
경기도연성,1490,2016,8,25,10,413,81,86,41,34
경기도연성,1490,2016,8,25,11,571,107,119,39,33
경기도연성,1490,2016,8,25,12,727,170,143,50,36
경기도연성,1490,2016,8,25,13,1123,258,251,48,36
경기도연성,1490,2016,8,25,14,354,47,74,39,33
경기도연성,1490,2016,8,25,15,227,55,38,36,31
경기도연성,1490,2016,8,25,16,313,95,62,36,32
경기도연성,1490,2016,8,25,17,156,40,21,33,30
경기도연성,1490,2016,8,25,18,36,21,0,30,29
경기도연성,1490,2016,8,25,19,0,0,0,29,28
경기도연성,1490,2016,8,25,20,0,0,0,26,25
경기도연성,1490,2016,8,25,21,0,0,0,25,25
경기도연성,1490,2016,8,25,22,0,0,0,25,25
경기도연성,1490,2016,8,25,23,0,0,0,25,25
경기도연성,1490,2016,8,26,0,0,26,0,25,25
경기도연성,1490,2016,8,26,1,0,14,0,25,25
경기도연성,1490,2016,8,26,2,0,0,0,24,24
경기도연성,1490,2016,8,26,3,0,0,0,23,23
경기도연성,1490,2016,8,26,4,0,0,0,23,23
경기도연성,1490,2016,8,26,5,0,0,0,23,23
경기도연성,1490,2016,8,26,6,0,0,0,23,23
경기도연성,1490,2016,8,26,7,0,0,0,22,22
경기도연성,1490,2016,8,26,8,102,26,35,23,22
경기도연성,1490,2016,8,26,9,246,69,50,25,23
경기도연성,1490,2016,8,26,10,320,76,71,26,23
경기도연성,1490,2016,8,26,11,524,83,115,29,24
경기도연성,1490,2016,8,26,12,372,71,83,28,25
경기도연성,1490,2016,8,26,13,1065,136,105,29,25
경기도연성,1490,2016,8,26,14,1158,208,282,42,31
경기도연성,1490,2016,8,26,15,836,158,218,35,29
경기도연성,1490,2016,8,26,16,495,127,158,33,29
경기도연성,1490,2016,8,26,17,156,31,107,30,28
경기도연성,1490,2016,8,26,18,37,28,0,27,29
경기도연성,1490,2016,8,26,19,0,0,0,25,25
경기도연성,1490,2016,8,26,20,0,0,0,22,23
경기도연성,1490,2016,8,26,21,0,0,0,21,22
경기도연성,1490,2016,8,26,22,0,0,0,21,22
경기도연성,1490,2016,8,26,23,0,14,0,20,21
경기도연성,1490,2016,8,27,0,0,14,0,20,21
경기도연성,1490,2016,8,27,1,0,0,0,19,20
경기도연성,1490,2016,8,27,2,0,40,0,19,20
경기도연성,1490,2016,8,27,3,0,0,0,18,19
경기도연성,1490,2016,8,27,4,0,23,0,17,18
경기도연성,1490,2016,8,27,5,0,0,0,17,19
경기도연성,1490,2016,8,27,6,0,16,0,17,18
경기도연성,1490,2016,8,27,7,132,67,26,23,21
경기도연성,1490,2016,8,27,8,747,163,86,31,24
경기도연성,1490,2016,8,27,9,1030,189,143,33,25
경기도연성,1490,2016,8,27,10,1202,254,201,34,26
경기도연성,1490,2016,8,27,11,1277,270,237,40,29
경기도연성,1490,2016,8,27,12,1030,215,196,40,29
경기도연성,1490,2016,8,27,13,958,175,201,42,31
경기도연성,1490,2016,8,27,14,995,139,160,40,31
경기도연성,1490,2016,8,27,15,621,127,172,41,31
경기도연성,1490,2016,8,27,16,493,124,105,35,30
경기도연성,1490,2016,8,27,17,150,134,143,32,30
경기도연성,1490,2016,8,27,18,93,91,0,29,28
경기도연성,1490,2016,8,27,19,0,0,0,26,26
경기도연성,1490,2016,8,27,20,0,16,0,26,26
경기도연성,1490,2016,8,27,21,0,0,0,25,25
경기도연성,1490,2016,8,27,22,0,35,0,25,25
경기도연성,1490,2016,8,27,23,0,0,0,24,24
경기도연성,1490,2016,8,28,0,0,26,0,22,23
경기도연성,1490,2016,8,28,1,0,0,0,21,22
경기도연성,1490,2016,8,28,2,0,0,0,22,22
경기도연성,1490,2016,8,28,3,0,0,0,22,22
경기도연성,1490,2016,8,28,4,0,14,0,21,21
경기도연성,1490,2016,8,28,5,0,0,0,21,22
경기도연성,1490,2016,8,28,6,0,0,0,20,21
경기도연성,1490,2016,8,28,7,12,0,0,22,22
경기도연성,1490,2016,8,28,8,167,91,0,24,23
경기도연성,1490,2016,8,28,9,853,83,19,34,26
경기도연성,1490,2016,8,28,10,855,74,71,29,25
경기도연성,1490,2016,8,28,11,443,74,81,29,25
경기도연성,1490,2016,8,28,12,0,0,0,0,0
경기도연성,1490,2016,8,28,13,0,0,0,0,0
경기도연성,1490,2016,8,28,14,0,0,0,0,0
경기도연성,1490,2016,8,28,15,388,52,79,30,26
경기도연성,1490,2016,8,28,16,271,71,50,28,25
경기도연성,1490,2016,8,28,17,193,26,47,25,24
경기도연성,1490,2016,8,28,18,91,21,11,24,24
경기도연성,1490,2016,8,28,19,0,0,0,22,22
경기도연성,1490,2016,8,28,20,0,23,0,22,22
경기도연성,1490,2016,8,28,21,0,0,0,22,22
경기도연성,1490,2016,8,28,22,0,11,0,22,22
경기도연성,1490,2016,8,28,23,0,0,0,21,21
경기도연성,1490,2016,8,29,0,0,0,0,20,21
경기도연성,1490,2016,8,29,1,0,0,0,21,21
경기도연성,1490,2016,8,29,2,0,11,0,20,20
경기도연성,1490,2016,8,29,3,0,11,0,19,20
경기도연성,1490,2016,8,29,4,0,19,0,19,20
경기도연성,1490,2016,8,29,5,0,14,0,18,19
경기도연성,1490,2016,8,29,6,0,0,0,19,20
경기도연성,1490,2016,8,29,7,64,64,0,20,20
경기도연성,1490,2016,8,29,8,734,129,81,27,23
경기도연성,1490,2016,8,29,9,1005,244,141,32,25
경기도연성,1490,2016,8,29,10,1189,215,196,36,27
경기도연성,1490,2016,8,29,11,1249,239,230,41,29
경기도연성,1490,2016,8,29,12,1249,194,251,40,28
경기도연성,1490,2016,8,29,13,1034,239,314,39,29
경기도연성,1490,2016,8,29,14,647,62,62,42,29
경기도연성,1490,2016,8,29,15,700,93,117,36,29
경기도연성,1490,2016,8,29,16,356,67,81,32,28
경기도연성,1490,2016,8,29,17,135,33,19,28,27
경기도연성,1490,2016,8,29,18,62,26,0,26,26
경기도연성,1490,2016,8,29,19,0,0,0,24,25
경기도연성,1490,2016,8,29,20,0,0,0,22,23
경기도연성,1490,2016,8,29,21,0,19,0,22,23
경기도연성,1490,2016,8,29,22,0,0,0,22,22
경기도연성,1490,2016,8,29,23,0,0,0,21,22
경기도연성,1490,2016,8,30,0,0,0,0,20,21
경기도연성,1490,2016,8,30,1,0,0,0,19,20
경기도연성,1490,2016,8,30,2,0,40,0,18,20
경기도연성,1490,2016,8,30,3,0,16,0,19,21
경기도연성,1490,2016,8,30,4,0,0,0,19,21
경기도연성,1490,2016,8,30,5,0,0,0,18,20
경기도연성,1490,2016,8,30,6,0,0,0,18,19
경기도연성,1490,2016,8,30,7,111,67,21,24,22
경기도연성,1490,2016,8,30,8,269,141,79,30,24
경기도연성,1490,2016,8,30,9,980,179,139,34,25
경기도연성,1490,2016,8,30,10,943,139,112,35,26
경기도연성,1490,2016,8,30,11,1317,287,246,36,27
경기도연성,1490,2016,8,30,12,377,88,86,31,26
경기도연성,1490,2016,8,30,13,247,55,35,28,25
경기도연성,1490,2016,8,30,14,212,86,40,28,25
경기도연성,1490,2016,8,30,15,189,40,38,26,24
경기도연성,1490,2016,8,30,16,75,55,0,25,24
경기도연성,1490,2016,8,30,17,68,62,0,24,24
경기도연성,1490,2016,8,30,18,21,19,0,24,23
경기도연성,1490,2016,8,30,19,0,0,0,23,23
경기도연성,1490,2016,8,30,20,0,0,0,22,22
경기도연성,1490,2016,8,30,21,0,16,0,21,21
경기도연성,1490,2016,8,30,22,0,0,0,22,21
경기도연성,1490,2016,8,30,23,0,35,0,21,21
경기도연성,1490,2016,8,31,0,0,0,0,21,21
경기도연성,1490,2016,8,31,1,0,0,0,20,20
경기도연성,1490,2016,8,31,2,0,0,0,18,18
경기도연성,1490,2016,8,31,3,0,0,0,18,18
경기도연성,1490,2016,8,31,4,0,0,0,19,19
경기도연성,1490,2016,8,31,5,0,0,0,19,19
경기도연성,1490,2016,8,31,6,0,0,0,19,19
경기도연성,1490,2016,8,31,7,0,55,0,19,19
경기도연성,1490,2016,8,31,8,50,14,0,19,19
경기도연성,1490,2016,8,31,9,144,69,43,20,20
경기도연성,1490,2016,8,31,10,91,43,23,20,20
경기도연성,1490,2016,8,31,11,213,74,0,20,20
경기도연성,1490,2016,8,31,12,119,50,31,20,20
경기도연성,1490,2016,8,31,13,114,31,19,20,20
경기도연성,1490,2016,8,31,14,143,43,33,21,20
경기도연성,1490,2016,8,31,15,228,67,88,21,21
경기도연성,1490,2016,8,31,16,126,47,40,21,21
경기도연성,1490,2016,8,31,17,141,31,14,23,22
경기도연성,1490,2016,8,31,18,85,43,0,24,23
경기도연성,1490,2016,8,31,19,0,0,0,22,22
경기도연성,1490,2016,8,31,20,0,0,0,21,22
경기도연성,1490,2016,8,31,21,0,0,0,21,22
경기도연성,1490,2016,8,31,22,0,0,0,20,21
경기도연성,1490,2016,8,31,23,0,0,0,20,20
경기도연성,1490,2016,9,1,0,0,21,0,20,20
경기도연성,1490,2016,9,1,1,0,0,0,18,19
경기도연성,1490,2016,9,1,2,0,0,0,17,18
경기도연성,1490,2016,9,1,3,0,0,0,18,18
경기도연성,1490,2016,9,1,4,0,0,0,17,18
경기도연성,1490,2016,9,1,5,0,0,0,17,18
경기도연성,1490,2016,9,1,6,0,0,0,18,19
경기도연성,1490,2016,9,1,7,58,50,16,22,21
경기도연성,1490,2016,9,1,8,231,55,79,25,24
경기도연성,1490,2016,9,1,9,571,86,64,36,28
경기도연성,1490,2016,9,1,10,390,67,83,32,27
경기도연성,1490,2016,9,1,11,1226,213,210,38,30
경기도연성,1490,2016,9,1,12,1012,246,254,40,31
경기도연성,1490,2016,9,1,13,835,222,270,39,31
경기도연성,1490,2016,9,1,14,661,191,175,36,31
경기도연성,1490,2016,9,1,15,671,134,160,37,31
경기도연성,1490,2016,9,1,16,425,91,124,36,31
경기도연성,1490,2016,9,1,17,154,98,74,32,30
경기도연성,1490,2016,9,1,18,54,45,0,29,30
경기도연성,1490,2016,9,1,19,0,0,0,26,26
경기도연성,1490,2016,9,1,20,0,16,0,24,25
경기도연성,1490,2016,9,1,21,0,11,0,24,25
경기도연성,1490,2016,9,1,22,0,16,0,24,25
경기도연성,1490,2016,9,1,23,0,0,0,24,25
경기도연성,1490,2016,9,2,0,0,0,0,24,24
경기도연성,1490,2016,9,2,1,0,0,0,24,24
경기도연성,1490,2016,9,2,2,0,0,0,22,22
경기도연성,1490,2016,9,2,3,0,0,0,21,22
경기도연성,1490,2016,9,2,4,0,16,0,22,22
경기도연성,1490,2016,9,2,5,0,0,0,23,23
경기도연성,1490,2016,9,2,6,0,0,0,24,24
경기도연성,1490,2016,9,2,7,104,88,23,23,23
경기도연성,1490,2016,9,2,8,463,88,69,28,25
경기도연성,1490,2016,9,2,9,819,143,122,36,28
경기도연성,1490,2016,9,2,10,1030,186,175,41,30
경기도연성,1490,2016,9,2,11,754,98,91,43,31
경기도연성,1490,2016,9,2,12,1167,225,237,44,32
경기도연성,1490,2016,9,2,13,938,194,210,39,30
경기도연성,1490,2016,9,2,14,457,83,103,35,29
경기도연성,1490,2016,9,2,15,504,103,33,40,32
경기도연성,1490,2016,9,2,16,405,47,45,33,30
경기도연성,1490,2016,9,2,17,207,88,76,30,28
경기도연성,1490,2016,9,2,18,60,33,0,27,27
경기도연성,1490,2016,9,2,19,0,0,0,25,25
경기도연성,1490,2016,9,2,20,0,0,0,24,24
경기도연성,1490,2016,9,2,21,0,0,0,23,24
경기도연성,1490,2016,9,2,22,0,0,0,23,24
경기도연성,1490,2016,9,2,23,0,16,0,24,24
경기도연성,1490,2016,9,3,0,0,0,0,24,24
경기도연성,1490,2016,9,3,1,0,0,0,24,24
경기도연성,1490,2016,9,3,2,0,0,0,24,24
경기도연성,1490,2016,9,3,3,0,16,0,24,23
경기도연성,1490,2016,9,3,4,0,0,0,23,23
경기도연성,1490,2016,9,3,5,0,16,0,23,23
경기도연성,1490,2016,9,3,6,0,0,0,23,23
경기도연성,1490,2016,9,3,7,77,21,0,24,24
경기도연성,1490,2016,9,3,8,287,98,52,28,25
경기도연성,1490,2016,9,3,9,289,115,50,31,27
경기도연성,1490,2016,9,3,10,617,112,119,38,29
경기도연성,1490,2016,9,3,11,222,69,45,30,27
경기도연성,1490,2016,9,3,12,528,110,110,41,30
경기도연성,1490,2016,9,3,13,584,110,115,37,29
경기도연성,1490,2016,9,3,14,169,55,38,33,29
경기도연성,1490,2016,9,3,15,384,74,69,44,32
경기도연성,1490,2016,9,3,16,462,105,127,38,33
경기도연성,1490,2016,9,3,17,173,59,83,33,30
경기도연성,1490,2016,9,3,18,40,47,0,29,29
경기도연성,1490,2016,9,3,19,0,0,0,26,26
경기도연성,1490,2016,9,3,20,0,0,0,24,25
경기도연성,1490,2016,9,3,21,0,0,0,23,24
경기도연성,1490,2016,9,3,22,0,0,0,23,24
경기도연성,1490,2016,9,3,23,0,16,0,23,23
경기도연성,1490,2016,9,4,0,0,11,0,23,24
경기도연성,1490,2016,9,4,1,0,21,0,22,23
경기도연성,1490,2016,9,4,2,0,11,0,22,23
경기도연성,1490,2016,9,4,3,0,0,0,22,22
경기도연성,1490,2016,9,4,4,0,0,0,22,23
경기도연성,1490,2016,9,4,5,0,0,0,22,23
경기도연성,1490,2016,9,4,6,0,0,0,23,23
경기도연성,1490,2016,9,4,7,49,38,0,24,23
경기도연성,1490,2016,9,4,8,242,33,33,28,25
경기도연성,1490,2016,9,4,9,565,119,107,35,28
경기도연성,1490,2016,9,4,10,527,100,107,37,30
경기도연성,1490,2016,9,4,11,637,115,129,38,30
경기도연성,1490,2016,9,4,12,528,93,110,37,30
경기도연성,1490,2016,9,4,13,471,98,98,36,31
경기도연성,1490,2016,9,4,14,557,139,158,38,31
경기도연성,1490,2016,9,4,15,398,79,86,38,31
경기도연성,1490,2016,9,4,16,173,76,23,32,30
경기도연성,1490,2016,9,4,17,98,62,11,30,29
경기도연성,1490,2016,9,4,18,43,0,0,29,28
경기도연성,1490,2016,9,4,19,0,0,0,27,27
경기도연성,1490,2016,9,4,20,0,14,0,26,27
경기도연성,1490,2016,9,4,21,0,0,0,26,26
경기도연성,1490,2016,9,4,22,0,0,0,26,26
경기도연성,1490,2016,9,4,23,0,0,0,24,25
경기도연성,1490,2016,9,5,0,0,0,0,24,25
경기도연성,1490,2016,9,5,1,0,0,0,24,25
경기도연성,1490,2016,9,5,2,0,16,0,24,24
경기도연성,1490,2016,9,5,3,0,21,0,24,24
경기도연성,1490,2016,9,5,4,0,0,0,24,24
경기도연성,1490,2016,9,5,5,0,0,0,24,24
경기도연성,1490,2016,9,5,6,0,11,0,23,24
경기도연성,1490,2016,9,5,7,72,26,0,24,24
경기도연성,1490,2016,9,5,8,566,86,64,33,27
경기도연성,1490,2016,9,5,9,328,110,50,34,28
경기도연성,1490,2016,9,5,10,538,127,93,42,33
경기도연성,1490,2016,9,5,11,862,112,110,45,34
경기도연성,1490,2016,9,5,12,1188,184,213,45,34
경기도연성,1490,2016,9,5,13,299,83,52,34,30
경기도연성,1490,2016,9,5,14,1041,186,218,41,32
경기도연성,1490,2016,9,5,15,711,129,172,41,33
경기도연성,1490,2016,9,5,16,488,158,136,41,33
경기도연성,1490,2016,9,5,17,124,57,26,32,31
경기도연성,1490,2016,9,5,18,96,21,0,33,34
경기도연성,1490,2016,9,5,19,0,0,0,26,27
경기도연성,1490,2016,9,5,20,0,0,0,24,25
경기도연성,1490,2016,9,5,21,0,0,0,24,24
경기도연성,1490,2016,9,5,22,0,0,0,24,24
경기도연성,1490,2016,9,5,23,0,0,0,22,23
경기도연성,1490,2016,9,6,0,0,14,0,21,23
경기도연성,1490,2016,9,6,1,0,0,0,21,22
경기도연성,1490,2016,9,6,2,0,0,0,21,22
경기도연성,1490,2016,9,6,3,0,33,0,21,22
경기도연성,1490,2016,9,6,4,0,0,0,21,22
경기도연성,1490,2016,9,6,5,0,19,0,21,22
경기도연성,1490,2016,9,6,6,0,0,0,21,22
경기도연성,1490,2016,9,6,7,102,47,28,23,22
경기도연성,1490,2016,9,6,8,363,76,115,27,25
경기도연성,1490,2016,9,6,9,610,143,105,35,28
경기도연성,1490,2016,9,6,10,706,151,122,41,31
경기도연성,1490,2016,9,6,11,694,184,158,45,33
경기도연성,1490,2016,9,6,12,519,103,93,40,33
경기도연성,1490,2016,9,6,13,650,107,139,41,32
경기도연성,1490,2016,9,6,14,833,131,182,42,32
경기도연성,1490,2016,9,6,15,0,0,0,0,0
경기도연성,1490,2016,9,6,16,249,81,50,33,29
경기도연성,1490,2016,9,6,17,152,43,23,30,28
경기도연성,1490,2016,9,6,18,71,19,0,28,27
경기도연성,1490,2016,9,6,19,0,0,0,25,25
경기도연성,1490,2016,9,6,20,0,0,0,24,25
경기도연성,1490,2016,9,6,21,0,0,0,24,24
경기도연성,1490,2016,9,6,22,0,16,0,24,25
경기도연성,1490,2016,9,6,23,0,0,0,23,24
경기도연성,1490,2016,9,7,0,0,0,0,24,24
경기도연성,1490,2016,9,7,1,0,0,0,22,23
경기도연성,1490,2016,9,7,2,0,28,0,22,23
경기도연성,1490,2016,9,7,3,0,16,0,22,22
경기도연성,1490,2016,9,7,4,0,0,0,22,22
경기도연성,1490,2016,9,7,5,0,23,0,21,22
경기도연성,1490,2016,9,7,6,0,14,0,21,22
경기도연성,1490,2016,9,7,7,66,33,16,23,22
경기도연성,1490,2016,9,7,8,176,76,62,24,24
경기도연성,1490,2016,9,7,9,349,83,52,32,27
경기도연성,1490,2016,9,7,10,510,139,117,37,30
경기도연성,1490,2016,9,7,11,558,115,136,41,32
경기도연성,1490,2016,9,7,12,877,184,198,45,32
경기도연성,1490,2016,9,7,13,432,103,93,34,28
경기도연성,1490,2016,9,7,14,487,129,105,36,29
경기도연성,1490,2016,9,7,15,276,57,57,34,29
경기도연성,1490,2016,9,7,16,366,107,79,35,30
경기도연성,1490,2016,9,7,17,192,79,35,30,28
경기도연성,1490,2016,9,7,18,31,16,0,27,27
경기도연성,1490,2016,9,7,19,0,0,0,25,25
경기도연성,1490,2016,9,7,20,0,0,0,24,24
경기도연성,1490,2016,9,7,21,0,16,0,24,24
경기도연성,1490,2016,9,7,22,0,0,0,24,24
경기도연성,1490,2016,9,7,23,0,0,0,23,24
경기도연성,1490,2016,9,8,0,0,0,0,23,23
경기도연성,1490,2016,9,8,1,0,0,0,23,23
경기도연성,1490,2016,9,8,2,0,0,0,22,23
경기도연성,1490,2016,9,8,3,0,19,0,21,22
경기도연성,1490,2016,9,8,4,0,0,0,22,23
경기도연성,1490,2016,9,8,5,0,0,0,22,22
경기도연성,1490,2016,9,8,6,0,23,0,21,22
경기도연성,1490,2016,9,8,7,95,50,14,22,22
경기도연성,1490,2016,9,8,8,482,148,81,33,27
경기도연성,1490,2016,9,8,9,670,163,122,36,30
경기도연성,1490,2016,9,8,10,158,98,43,27,26
경기도연성,1490,2016,9,8,11,47,28,0,26,26
경기도연성,1490,2016,9,8,12,171,31,47,22,22
